Original_Input_Text,RL_Types,Raw_Model_Output
"广州，是大家再熟悉不过的城市，是一座开放包容、海纳百川、有着2000多年历史的文化名城。广州的美食驰名中外，民俗文化丰富多样，温柔好听的粤语更是深受许多广州外地人的欢迎。但说到广州城，你们又知道是哪里吗？
 其实，以前的广州城≠现在的广州城区，两者并非同等概念。而且广州是1921年才设立为广州市的。再者不同地方的人对广州城区的理解也不同。在外地人看来，越秀区、天河区和海珠区就是广州城区，因为东山口、北京路、越秀公园、体育西、珠江新城、广州塔都是许多外地人来广州游玩的第一印象和首选去处，也是广州的热门景点；而在我们广州本地人乃至广府人看来，广州城区就是指“老四区”：越秀，东山，荔湾（不含芳村），河南（即海珠区），需要注意的是，老广所说的“河南”是仅指海珠区南华东、同福西一带，而剩余海珠区大部分原属番禺县新滘镇；东山在05年并入了现在的越秀区。
 但实际上，以前的广州城可比现在的城区要小的多，严格来说就是指越秀老城区，即旧时的番禺城。东山、西关都属城外，桂花岗、环市北一带以前也是农田区域。而广州城的由来，大概得从秦汉时期的“任嚣城”（今北京路一带）开始说起。
 那么任嚣城又有怎样深厚的历史故事呢？它和现在的广州又有怎样的密切联系呢？感兴趣的朋友请看下期小明的讲解哦",[认同逻辑1：Vernacular Spatial Authority] [认同逻辑2：Administrative Legitimacy] [认同逻辑3：Family Rootedness],输出： [认同逻辑1：Vernacular Spatial Authority] [认同逻辑2：Administrative Legitimacy] [认同逻辑3：Family Rootedness]
现用名：花都（区）  原名：花县  汉朝：属番禺管辖  隋朝：属南海县辖  宋以后：分属番禺、南海县辖  清康熙二十五年（公元1686 年）：取南海、番禺两县部分区域置县，因县城近花山，定名“花县”，属广州府。  民国时期：花县主要由省直辖  新中国成立后：隶属江北专区、珠江专区、粤北行政区、佛山专区  1960年4月：划为广州市属县。  1993年6月18日：经国家批准，撤县设市（县级），撤销花县，定名为“花都”，由省人民政府委托广州市代管。  2000年5月21日：经国家批准撤市设区，成为广州市花都区,[认同逻辑2：Administrative Legitimacy（行政归属合法性）],输出： [认同逻辑2：Administrative Legitimacy（行政归属合法性）]
没错，大致就是东山还没并入的越秀区，还有一些后来并入的比如矿泉街道、桂花岗也不算进去,[认同逻辑1],输出： [认同逻辑1]
我小时候一直在河南住，满口番禺顺德乡下口音，乡下仔来的,"[认同逻辑3：Family Rootedness（家族历史根基/个体成长史）, 认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]","输出： [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）, 认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]"
对哈哈哈 有祠堂有分红有地 从来没怀疑过自己,[认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）],输出： [认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]
从来不怀疑自己，因为年年有分红，有祠堂有时候吃饭都要走去祠堂,[认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）],输出： [认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]
我战友台山阿伯，十几岁才入户大石那边，但是也一样有分红，不知道他们家怎么操作的,[认同逻辑3：Family Rootedness，认同逻辑6：Social Embeddedness],输出： [认同逻辑3：Family Rootedness，认同逻辑6：Social Embeddedness]
我眼里面会讲白话就是广州人，我先生浙江人，大学系广州读，然后就系广州生活二十几年，一口标准白话。我地两个仔广州出世广州长大唔识讲白话，我觉得我先生已经系老广，两个仔是中国人,[认同逻辑4：Linguistic-Cultural Recognition],输出： [认同逻辑4：Linguistic-Cultural Recognition]
一直系屋企都讲，但自从两个仔上托儿所之后，他们就不讲白话了，宜家最多识听唔识讲，呢个现象我身边几个广州朋友都深受其害,[认同逻辑4：Linguistic-Cultural Recognition],输出： [认同逻辑4：Linguistic-Cultural Recognition]
真系讲白话，好滴，吹水都方便好多割，普通话少小小味道，哈哈哈哈,[认同逻辑4],输出： [认同逻辑4]
我屋企坚持讲白话。虽然我个囡白话都唔多好，起码我哋坚持要距讲，无人迁就距，所以距一直都係同我哋用白话沟通。,[认同逻辑4],输出： [认同逻辑4]
外地人大把会讲白话呀，特别是广西老表和湖南老表最多人,[认同逻辑4：Linguistic-Cultural Recognition],输出： [认同逻辑4：Linguistic-Cultural Recognition]
我觉得唔紧要啊，起码人地真的学起来了，不是现在很多不友好的外地人，你一说白话，对方就一副妹仔大过主人婆的样子叫你讲普通话,[认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）],输出： [认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]
祠堂有你的名字才算是广州人，不然不算，这是最基本的，跟你去陈家祠买不买门票没关系。你逻辑都搞不清楚,[认同逻辑3：Family Rootedness（家族历史根基/个体成长史）],输出： [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）]
陈家祠有你分红就关你事，冇就过主啦,[认同逻辑6],输出： [认同逻辑6]
我们家早不搞这些了，都什么年代了而且现在大部分族谱都是改革后再集资重修的，我阿公阿婆那边以前还算地主为了保命都恨不得断绝关系那些虽然我阿爷和阿公姓氏和他们以前所在地方村子大姓相同，但祠堂又不是我们家这边的，拜山都都只拜到太公那代。你话先人祖坟在都算了，祠堂，不是大宗族哪里来的祠堂，哪里来修族谱。,[认同逻辑3：Family Rootedness（家族历史根基/个体成长史）],输出： [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）]
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,"[认同逻辑1, 认同逻辑2]","输出： [认同逻辑1, 认同逻辑2]"
其实是反过来的，村民以前在老广眼里是乡下人，只不过郊区城镇化之后村民平均生活水平比之前的老城区市民高，现在基本在广州会粤语都当你广州人，只不过有些人挑拨离间，广州人又要有祠堂分红又要在老三区，能满足这俩点的全广州找不出20万个，那还得了,"[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）, 认同逻辑2：Administrative Legitimacy（行政归属合法性）, 认同逻辑3：Family Rootedness（家族历史根基/个体成长史）, 认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）, 认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]","输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）, 认同逻辑2：Administrative Legitimacy（行政归属合法性）, 认同逻辑3：Family Rootedness（家族历史根基/个体成长史）, 认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）, 认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]"
系咯，我有个同学系赤岗d村民啊，佢话佢乡下系三水。唔多明d人点解觉得有分红又祠堂先系土著，奇怪🤔,[认同逻辑6：Social Embeddedness，认同逻辑3：Family Rootedness],输出： [认同逻辑6：Social Embeddedness，认同逻辑3：Family Rootedness]
我从来未霖过呢个问题，结果系个帖子度睇下八卦，被判定唔系广州人以我知道嘅我屋企对上几代都系广州（更前几代唔知系因为我从未问过家族史），身份证4401，一直都系讲粤语，住村度有分红，跟住帖度d人话，冇祠堂就唔系，fine，原来我一直都系外地人，我地成村都冇祠堂，估计一村人都系外地人，真系笑佐,"[认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑6]","输出： [认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑6]"
土生土长怎么就不是本地人了，我刚满月就随父母来广州定居，在广州长大几十年，我也很自豪地是说自己是广州人,[认同逻辑3：Family Rootedness（家族历史根基/个体成长史）],输出： [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）]
在广州三代以内上就算真正广州人，二代以内是新广州人，一代开荒牛是广州移民，三代都不讲广州话的是外省广州人（祖宗是捞佬）来广州的。,"[认同逻辑3：Family Rootedness（家族历史根基/个体成长史）, 认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]","输出： [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）, 认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）]"
我爸广州天河本地的 但是当时我妈老家有分红 把我户口跟妈妈了 那我也不算广州的 我爸总说 你就是广州的所以我是不是广州本地的啊（说的一口流利粤语 从小就在广州长大）,[认同逻辑3：Family Rootedness，认同逻辑1：Vernacular Spatial Authority，认同逻辑4：Linguistic-Cultural Recognition],输出： [认同逻辑3：Family Rootedness，认同逻辑1：Vernacular Spatial Authority，认同逻辑4：Linguistic-Cultural Recognition]
首先你会讲白话吗？,[认同逻辑4],输出： [认同逻辑4]
广州本地人指的是:1，村里有祠堂（族谱） 2，有分红,"[认同逻辑3：Family Rootedness, 认同逻辑6：Social Embeddedness]","输出： [认同逻辑3：Family Rootedness, 认同逻辑6：Social Embeddedness]"
我认为的，如果户口是那就是啊 广州居民，不是老广（老广指村里有分红的）；新广就是买房定居广州（新入户广州的）,"[认同逻辑2：Administrative Legitimacy（行政归属合法性）, 认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]","输出： [认同逻辑2：Administrative Legitimacy（行政归属合法性）, 认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]"
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）],输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）]
边个话你知老广就有分红，有分红都是村镇的，老广是住市区的,[认同逻辑6：Social Embeddedness],输出： [认同逻辑6：Social Embeddedness]
我是爷爷南下干部过来的，虽然白话习惯都一样，但内心里没有归属感,[认同逻辑3：Family Rootedness],输出： [认同逻辑3：Family Rootedness]
是不是本地人对你来说有啥本质区别吗，反正你又没分红,[认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）],输出： [认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]
想是就是，看自己的归属感,[认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）],输出： [认同逻辑1：Vernacular Spatial Authority（社会习惯性区域认知）]
算啦，是不是本地的重要吗？ 现在粤语都没人讲了，分红也只有村民有,"[认同逻辑3：Family Rootedness（家族历史根基/个体成长史）],[认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）],[认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]","输出： [认同逻辑3：Family Rootedness（家族历史根基/个体成长史）],[认同逻辑4：Linguistic-Cultural Recognition（文化语言识别性）],[认同逻辑6：Social Embeddedness（社会根基深浅与经济地位象征）]"
